text,tag,intent
tôi đang cần thông_tin chuyến bay từ hà_nội đến huế vào thứ tư,O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name I-depart_date.day_name,flight
bạn có_thể liệt_kê tất_cả các chuyến bay khởi_hành từ hà_nội và hạ_cánh ở california với một điểm dừng ở tokyo không,O O O O O O O O O B-fromloc.city_name O O O B-toloc.city_name O O O O O B-stoploc.city_name O,flight
tất_cả các chuyến bay từ huế đến buôn_ma_thuột khởi_hành sau 6 giờ chiều và trước 7 giờ 15 phút tối,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time O B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time I-depart_time.time I-depart_time.time,flight
liệt_kê các chuyến bay từ hải_phòng đến đà_nẵng vào thứ tư,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name I-depart_date.day_name,flight
khoảng_cách giữa sân_bay buôn_ma_thuột và trung_tâm thành_phố buôn_ma_thuột là bao_nhiêu,O O B-fromloc.airport_name I-fromloc.airport_name O O B-toloc.city_name I-toloc.city_name O O,distance
cho tôi biết các chuyến bay từ liên khương đến bất_kỳ sân_bay nào khác,O O O O O O O B-fromloc.airport_name I-fromloc.airport_name O O O O O,flight
tìm một chuyến bay từ hà_nội đến amsterdam dừng lại ở bangkok có phục_vụ bữa tối và tôi muốn tìm hãng hàng_không cho chuyến bay này,O O O O O B-fromloc.city_name O B-toloc.city_name O O O B-stoploc.city_name O O B-meal_description I-meal_description O O O O O O O O O O,flight
liệt_kê tất_cả các chuyến bay từ washington dc đến tampa florida,O O O O O O B-fromloc.city_name B-fromloc.state_code O B-toloc.city_name B-toloc.state_name,flight
bạn có_thể cho tôi biết giá vé một_chiều rẻ nhất từ hà_nội đến thành_phố hồ_chí_minh được không,O O O O O O O B-round_trip B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O,airfare
có những hãng hàng_không nào,O O O O O,airline
tôi muốn một chuyến bay giữa huế và thành_phố hồ_chí_minh khởi_hành từ huế vào buổi chiều và hạ_cánh vào lúc 5 giờ chiều và nó phải là một chuyến bay không dừng,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-fromloc.city_name O B-depart_time.period_of_day I-depart_time.period_of_day O O O O B-arrive_time.time I-arrive_time.time I-arrive_time.time O O O O O O O B-flight_stop I-flight_stop,flight
có hãng hàng_không nào quảng_cáo rằng nó có nhiều chuyến bay hơn bất_kỳ hãng hàng_không nào khác không,O O O O O O O O O O O B-mod O O O O O O,airline
thành_phố hồ_chí_minh đến huế,B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,flight
giá vé thấp nhất từ huế đến hạ_long là bao_nhiêu,O O B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name O O,airfare
tất_cả các chuyến bay từ hà_nội đến washington dc vào ngày mười một tháng mười hai,O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O B-depart_date.day_number I-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name I-depart_date.month_name,flight
chuyến bay từ pleiku đến côn_đảo,O O O B-fromloc.city_name O B-toloc.city_name,flight
tôi muốn xem các chuyến bay từ đà_nẵng đến thành_phố vinh,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,flight
tôi muốn một chuyến bay của vna từ hà_nội đến huế,O O O O O O B-airline_code O B-fromloc.city_name O B-toloc.city_name,flight
bạn có_thể liệt_kê các chuyến bay từ hà_nội đến chiang mai với giá vé một_chiều thấp nhất khởi_hành vào thứ_bảy không,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-round_trip B-cost_relative I-cost_relative O O B-depart_date.day_name O,flight
cho tôi biết các chuyến bay đến đà_nẵng từ hạ_long tuy_hoà và buôn_ma_thuột,O O O O O O O B-toloc.city_name O B-fromloc.city_name B-fromloc.city_name O B-fromloc.city_name,flight
tất_cả các chuyến bay rời washington dc đến thành_phố hồ_chí_minh và là chuyến bay hạng nhất,O O O O O B-fromloc.city_name B-fromloc.state_code O B-toloc.city_name I-toloc.city_name O O O O B-class_type I-class_type,flight
tôi cần một chuyến bay từ đà_nẵng đến đồng_hới,O O O O O O B-fromloc.city_name O B-toloc.city_name,flight
các dịch_vụ giao_thông đường_bộ ở thành_phố vinh,O O O O O B-city_name I-city_name,ground_service
mã giá vé qo nghĩa_là gì,O O O B-fare_basis_code O O,abbreviation
giao_thông đường_bộ ở sài_gòn,O O O B-city_name,ground_service
cho tôi chuyến bay muộn nhất đến sân_bay liên khương,O O O O B-flight_mod I-flight_mod O B-toloc.airport_name I-toloc.airport_name I-toloc.airport_name,flight
những hãng hàng_không nào có chuyến bay giữa cam_ranh và hạ_long,O O O O O O O O B-fromloc.city_name O B-toloc.city_name,airline
chuyến bay cuối_cùng của jetstar từ hà_nội đến washington dc vào ngày hai_mươi mốt tháng bảy,O O B-flight_mod O B-airline_name O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O B-depart_date.day_number I-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name,flight
hiển_thị các chuyến bay từ hà_nội đến huế vào sáng thứ tư,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.period_of_day B-depart_date.day_name I-depart_date.day_name,flight
cho tôi biết tất_cả các chuyến bay từ pleiku đến hà_nội vào thứ hai có phục_vụ bữa ăn và đến trước giữa trưa,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name I-depart_date.day_name O O B-meal I-meal O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time,flight
liệt_kê tất_cả các chuyến bay hàng ngày từ hà_nội đến cần_thơ và từ cần_thơ đến hà_nội của hãng hàng_không vietjet air,O O O O O B-flight_days I-flight_days O B-fromloc.city_name O B-toloc.city_name O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name I-airline_name I-airline_name,flight
tôi cần một chuyến bay từ cần_thơ đến tuy_hoà vào một ngày thứ năm,O O O O O O B-fromloc.city_name O B-toloc.city_name O O O B-depart_date.day_name I-depart_date.day_name,flight
giá vé từ hồ_chí_minh đến thành_phố đà_nẵng trên chuyến bay vj 632 là bao_nhiêu,O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-airline_code B-flight_number O O,airfare
các chuyến bay nào từ đà_nẵng đến côn_đảo,O O O O O B-fromloc.city_name O B-toloc.city_name,flight
liệt_kê các chuyến bay hàng ngày của hãng hàng_không vietnam airlines từ huế đến côn_đảo với dịch_vụ hạng nhất,O O O O B-flight_days I-flight_days O B-airline_name I-airline_name I-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name O O B-class_type I-class_type,flight
có phương_tiện giao_thông đường_bộ từ sân_bay nội bài đến trung_tâm thành_phố hà_nội không,O O O O O B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name O O B-toloc.city_name I-toloc.city_name O,ground_service
cho tôi biết các chuyến bay buổi sáng sớm từ hạ_long đến thành_phố vinh vào thứ tư,O O O O O O B-depart_time.period_of_day I-depart_time.period_of_day B-depart_time.period_mod O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name I-depart_date.day_name,flight
những chuyến bay nào từ đà_nẵng đến thành_phố hồ_chí_minh hạ_cánh trước 8 giờ tối ở thành_phố hồ_chí_minh,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time I-arrive_time.time O B-toloc.city_name I-toloc.city_name,flight
được rồi giờ thì bạn có_thể lấy cho tôi một vé khứ_hồi từ hạ_long đến thành_phố đồng_hới được không,O O O O O O O O O O O B-round_trip O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O,flight
cho tôi biết các chuyến bay từ phú_quốc đến huế,O O O O O O O B-fromloc.city_name O B-toloc.city_name,flight
chuyến bay sớm nhất bay từ buôn_ma_thuột đến hạ_long vào ngày mùng năm tháng bảy,O O B-flight_mod I-flight_mod O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_number I-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name,flight
"tôi đang tìm một chuyến bay giữa huế và cần_thơ , chuyến bay sẽ khởi_hành vào buổi chiều và đến_nơi vào lúc gần 5 giờ chiều và là chuyến bay không nghỉ",O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O O O B-depart_time.period_of_day I-depart_time.period_of_day O O O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time I-arrive_time.time O O O O B-flight_stop I-flight_stop,flight
phương_tiện giao_thông đường_bộ nào có_thể sử_dụng ở quy nhơn,O O O O O O O B-city_name I-city_name,ground_service
tôi muốn một chuyến bay từ olso đến hà_nội với điểm dừng ở istanbul,O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name,flight
tôi cần thông_tin về các chuyến bay từ thành_phố đồng_hới quảng_bình đến rạch_giá kiên_giang và tôi chỉ quan_tâm đến những chuyến bay của bamboo airways,O O O O O O O O B-fromloc.city_name I-fromloc.city_name B-fromloc.state_name O B-toloc.city_name B-toloc.state_name O O O O O O O O O B-airline_name I-airline_name,flight
chuyến bay đầu_tiên khởi_hành từ cần_thơ đến hà_nội là khi nào,O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name O O O,flight
các chuyến bay từ hải_phòng đến cam_ranh,O O O O B-fromloc.city_name O B-toloc.city_name,flight
cho tôi biết thông_tin về các chuyến bay khởi_hành từ phú_quốc và đến hạ_long quảng_ninh vào thứ hai tới tôi cần biết về các chuyến bay đến hạ_long trong khoảng thời_gian từ 4h15 đến 5h45 chiều,O O O O O O O O O O B-fromloc.city_name O O B-toloc.city_name B-toloc.state_name O B-depart_date.day_name I-depart_date.day_name B-depart_date.date_relative O O O O O O O O B-toloc.city_name O O O O B-arrive_time.start_time O B-arrive_time.end_time I-arrive_time.end_time,flight
cho tôi biết các chuyến bay jetstar từ đà_lạt đến huế,O O O O O O B-airline_name O B-fromloc.city_name O B-toloc.city_name,flight
ở huế có loại phương_tiện giao_thông đường_bộ nào đi từ sân_bay đến trung_tâm thành_phố,O B-city_name O O O O O O O O O O O O,ground_service
cho tôi một chuyến bay từ thành_phố huế đến cần_thơ vào chủ_nhật,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name,flight
cho tôi xem tất_cả giá vé một_chiều giữa thành_phố vinh và thành_phố hồ_chí_minh dưới 1 triệu rưỡi,O O O O O O B-round_trip O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-cost_relative B-fare_amount I-fare_amount I-fare_amount,airfare
giải_thích cho tôi mã bữa ăn sd d,O O O O B-meal I-meal B-meal_code I-meal_code,abbreviation
tôi muốn biết các chuyến bay từ huế đến buôn_ma_thuột,O O O O O O O B-fromloc.city_name O B-toloc.city_name,flight
tất_cả các chuyến bay từ hà_nội đến huế,O O O O O B-fromloc.city_name O B-toloc.city_name,flight
cho tôi giá vé rẻ nhất từ đà_lạt đến đà_nẵng,O O O O B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name,airfare
tôi đang muốn bay từ huế đến hà_nội và tôi muốn một chuyến bay có phục_vụ bữa ăn,O O O O O B-fromloc.city_name O B-toloc.city_name O O O O O O O O B-meal I-meal,flight
giá vé rẻ nhất từ thành_phố hồ_chí_minh đến đà_nẵng là bao_nhiêu,O O B-cost_relative I-cost_relative O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O,airfare
liệt_kê các chuyến bay khứ_hồi từ đồng_hới đến cà_mau,O O O O B-round_trip O B-fromloc.city_name O B-toloc.city_name,flight
chuyến bay sớm nhất mà tôi có_thể bay được giữa hà_nội và đà_lạt,O O B-flight_mod I-flight_mod O O O O O O B-fromloc.city_name O B-toloc.city_name,flight
tôi muốn biết loại máy_bay nào bay từ hà_nội đến đà_lạt sau 5 giờ 20,O O O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time,aircraft
bạn có_thể vui_lòng cho tôi biết tất_cả các chuyến bay trong tuần giữa huế và đà_lạt được không,O O O O O O O O O O B-flight_mod I-flight_mod O B-fromloc.city_name O B-toloc.city_name O O,flight
tôi muốn bay từ hải_phòng đến pleiku vào sáng mai,O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.period_of_day B-depart_date.today_relative,flight
chuyến bay nào trong số các chuyến bay từ kuala lumpur đến đà_nẵng vào ngày 20 tháng 7 năm 2020 chở số_lượng hành_khách ít_nhất,O O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name B-depart_date.year I-depart_date.year O O O B-mod,flight
hiển_thị cho tôi biết tất_cả các chuyến bay từ hà_nội đến phú_quốc khởi_hành vào thứ_ba và hiển_thị cho tôi biết tất_cả các chuyến bay từ phú_quốc đến hà_nội khởi_hành vào chủ_nhật,O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name,flight
liệt_kê các lần cất_cánh và hạ_cánh tại sân_bay quốc_tế nội bài,O O O O O O O B-airport_name I-airport_name I-airport_name I-airport_name,flight
bạn có_thể cho tôi danh_sách các chuyến bay từ hạ_long đến đồng_hới được không,O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O,flight
cho tôi xem vé hạng nhất từ đà_nẵng đến đà_lạt,O O O O B-class_type I-class_type O B-fromloc.city_name O B-toloc.city_name,airfare
